created_at,full_text,text_casefolded,text_clean,text_tokens,text_normalized,text_stopword,text_stemmed,tranlate
2025-02-24 18:10:27+00:00,@kzuhai QUEEEE,@kzuhai queeee,queeee,['queeee'],['queeee'],['queeee'],queeee,queeeee
2025-02-24 18:10:36+00:00,@kzuhai Jamás creí ver el día en que dijeras esto,@kzuhai jamás creí ver el día en que dijeras esto,jams cre ver el da en que dijeras esto,"['jams', 'cre', 'ver', 'el', 'da', 'en', 'que', 'dijeras', 'esto']","['jams', 'cre', 'ver', 'el', 'dah', 'en', 'que', 'dijeras', 'esto']","['jams', 'cre', 'ver', 'el', 'dah', 'en', 'que', 'dijeras', 'esto']",jams cre ver el dah en que jas esto,jams cre ver el dah en que jas esto
2025-02-24 18:16:39+00:00,Tremendo flashback con el sonidito del celular,tremendo flashback con el sonidito del celular,tremendo flashback con el sonidito del celular,"['tremendo', 'flashback', 'con', 'el', 'sonidito', 'del', 'celular']","['tremendo', 'flashback', 'con', 'el', 'sonidito', 'del', 'celular']","['tremendo', 'flashback', 'con', 'el', 'sonidito', 'del', 'celular']",tremendo flashback con el sonidito del celular,tremendo flashback con el sonidito del celular
2025-02-24 18:32:57+00:00,@_bbri lit!!!! me hackearon,@_bbri lit!!!! me hackearon,lit me hackearon,"['lit', 'me', 'hackearon']","['lit', 'me', 'hackearon']","['lit', 'me', 'hackearon']",lit me hackearon,lit me hackearon
2025-02-24 21:41:53+00:00,Beruntung udah cutloss di BBRI pindah ke swasta,beruntung udah cutloss di bbri pindah ke swasta,beruntung udah cutloss di bbri pindah ke swasta,"['beruntung', 'udah', 'cutloss', 'di', 'bbri', 'pindah', 'ke', 'swasta']","['beruntung', 'sudah', 'cutloss', 'di', 'bbri', 'pindah', 'ke', 'swasta']","['beruntung', 'cutloss', 'bbri', 'pindah', 'swasta']",untung cutloss bbri pindah swasta,fortunately cutloss bbri moved private
2025-02-24 21:54:35+00:00,saham BBRI favorit kebanyakan investor: SMUA portofolio diwarnai IJOnya CUTE bbri dalam portofolio warteg saham BY JO ot B ot C ot P: 24/02/2025,saham bbri favorit kebanyakan investor: smua portofolio diwarnai ijonya cute bbri dalam portofolio warteg saham by jo ot b ot c ot p: 24/02/2025,saham bbri favorit kebanyakan investor smua portofolio diwarnai ijonya cute bbri dalam portofolio warteg saham by jo ot b ot c ot p,"['saham', 'bbri', 'favorit', 'kebanyakan', 'investor', 'smua', 'portofolio', 'diwarnai', 'ijonya', 'cute', 'bbri', 'dalam', 'portofolio', 'warteg', 'saham', 'by', 'jo', 'ot', 'b', 'ot', 'c', 'ot', 'p']","['saham', 'bbri', 'favorit', 'kebanyakan', 'investor', 'semua', 'portofolio', 'diwarnai', 'ijonya', 'cute', 'bbri', 'dalam', 'portofolio', 'warteg', 'saham', 'by', 'jo', 'ot', 'b', 'ot', 'sih', 'ot', 'p']","['saham', 'bbri', 'favorit', 'kebanyakan', 'investor', 'semua', 'portofolio', 'diwarnai', 'ijonya', 'cute', 'bbri', 'portofolio', 'warteg', 'saham', 'by', 'jo', 'ot', 'b', 'ot', 'sih', 'ot', 'p']",saham bbri favorit banyak investor semua portofolio warna ijonya cute bbri portofolio warteg saham by jo ot b ot sih ot p,"bbri shares are the favorite of many investors, all the portfolios are green, cute bbri portfolio warteg shares by jo ot b ot sih ot p"
2025-02-24 22:19:36+00:00,@DEC15811147 @Gunawanpark @DDDSwordX @Mdy_Asmara1701 @prabowo Dari agustus itu sudah ada tanda² deflasi. Di tambah kebijakan² yang aneh. Makanya investor asing itu pada buang barang. Liat aja bbri dari akhir tahun asing pada jualan.,@dec15811147 @gunawanpark @dddswordx @mdy_asmara1701 @prabowo dari agustus itu sudah ada tanda² deflasi. di tambah kebijakan² yang aneh. makanya investor asing itu pada buang barang. liat aja bbri dari akhir tahun asing pada jualan.,dari agustus itu sudah ada tanda deflasi di tambah kebijakan yang aneh makanya investor asing itu pada buang barang liat aja bbri dari akhir tahun asing pada jualan,"['dari', 'agustus', 'itu', 'sudah', 'ada', 'tanda', 'deflasi', 'di', 'tambah', 'kebijakan', 'yang', 'aneh', 'makanya', 'investor', 'asing', 'itu', 'pada', 'buang', 'barang', 'liat', 'aja', 'bbri', 'dari', 'akhir', 'tahun', 'asing', 'pada', 'jualan']","['dari', 'agustus', 'itu', 'sudah', 'ada', 'tanda', 'deflasi', 'di', 'tambah', 'kebijakan', 'yang', 'aneh', 'makanya', 'investor', 'asing', 'itu', 'pada', 'buang', 'barang', 'lihat', 'saja', 'bbri', 'dari', 'akhir', 'tahun', 'asing', 'pada', 'jualan']","['agustus', 'tanda', 'deflasi', 'tambah', 'kebijakan', 'aneh', 'makanya', 'investor', 'asing', 'buang', 'barang', 'lihat', 'bbri', 'akhir', 'tahun', 'asing', 'jualan']",agustus tanda deflasi tambah bijak aneh makanya investor asing buang barang lihat bbri akhir tahun asing jual,"august signs of deflation are getting wiser, strange, that's why foreign investors are dumping goods, see bri, end of year, foreigners are selling"
2025-02-24 22:33:08+00:00,konyol banget tidur malem gua kebangun gara2 mimpi bbri gua minus 700 ribu,konyol banget tidur malem gua kebangun gara2 mimpi bbri gua minus 700 ribu,konyol banget tidur malem gua kebangun gara mimpi bbri gua minus ribu,"['konyol', 'banget', 'tidur', 'malem', 'gua', 'kebangun', 'gara', 'mimpi', 'bbri', 'gua', 'minus', 'ribu']","['konyol', 'banget', 'tidur', 'malam', 'gua', 'kebangun', 'gara', 'mimpi', 'bbri', 'gua', 'minus', 'ribu']","['konyol', 'banget', 'tidur', 'malam', 'gua', 'kebangun', 'gara', 'mimpi', 'bbri', 'gua', 'minus', 'ribu']",konyol banget tidur malam gua bangun gara mimpi bbri gua minus ribu,it's so ridiculous that i woke up last night because i dreamed that my sister had minus a thousand
2025-02-24 23:32:56+00:00,@ketendunk gw mah ada BBRI buat longterm ak pnya bca bni mandiri bri pun so far so good kok BRI bnyk promo dan atm nya dimana aj ampe plosok gak nemu kendala blas,@ketendunk gw mah ada bbri buat longterm ak pnya bca bni mandiri bri pun so far so good kok bri bnyk promo dan atm nya dimana aj ampe plosok gak nemu kendala blas,gw mah ada bbri buat longterm ak pnya bca bni mandiri bri pun so far so good kok bri bnyk promo dan atm nya dimana aj ampe plosok gak nemu kendala blas,"['gw', 'mah', 'ada', 'bbri', 'buat', 'longterm', 'ak', 'pnya', 'bca', 'bni', 'mandiri', 'bri', 'pun', 'so', 'far', 'so', 'good', 'kok', 'bri', 'bnyk', 'promo', 'dan', 'atm', 'nya', 'dimana', 'aj', 'ampe', 'plosok', 'gak', 'nemu', 'kendala', 'blas']","['gue', 'mah', 'ada', 'bbri', 'buat', 'longterm', 'aku', 'punya', 'baca', 'bni', 'mandiri', 'bri', 'pun', 'sok', 'far', 'sok', 'good', 'kok', 'bri', 'banyak', 'promo', 'dan', 'atm', 'nya', 'dimana', 'saja', 'sampai', 'plosok', 'enggak', 'nemu', 'kendala', 'blas']","['gue', 'mah', 'bbri', 'buat', 'longterm', 'aku', 'punya', 'baca', 'bni', 'mandiri', 'bri', 'sok', 'far', 'sok', 'good', 'kok', 'bri', 'banyak', 'promo', 'atm', 'nya', 'plosok', 'enggak', 'nemu', 'kendala', 'blas']",gue mah bbri buat longterm aku punya baca bni mandiri bri sok far sok good kok bri banyak promo atm nya plosok enggak nemu kendala blas,"i use bri for long term, i have read bni mandiri bri, they pretend to be far, they pretend to be good, why is bri so many promos, their atms are in remote areas, they don't encounter any problems at all"
2025-02-25 01:55:29+00:00,wht hapen sama BBRI BMRI BBNI banyak yang nyangkut pada nyalahin danantara terus ngejual udah berapa taun kalian dimarket emng gys? kemaren beli gapake fundamental apa gmn? DYOR selain fundamental kenali juga siklus market tapi bagus sh kalian jual gw serok &amp; asing bisa masuk https://t.co/HhcrH5qxlj,wht hapen sama bbri bmri bbni banyak yang nyangkut pada nyalahin danantara terus ngejual udah berapa taun kalian dimarket emng gys? kemaren beli gapake fundamental apa gmn? dyor selain fundamental kenali juga siklus market tapi bagus sh kalian jual gw serok &amp; asing bisa masuk https://t.co/hhcrh5qxlj,wht hapen sama bbri bmri bbni banyak yang nyangkut pada nyalahin danantara terus ngejual udah berapa taun kalian dimarket emng gys kemaren beli gapake fundamental apa gmn dyor selain fundamental kenali juga siklus market tapi bagus sh kalian jual gw serok amp asing bisa masuk,"['wht', 'hapen', 'sama', 'bbri', 'bmri', 'bbni', 'banyak', 'yang', 'nyangkut', 'pada', 'nyalahin', 'danantara', 'terus', 'ngejual', 'udah', 'berapa', 'taun', 'kalian', 'dimarket', 'emng', 'gys', 'kemaren', 'beli', 'gapake', 'fundamental', 'apa', 'gmn', 'dyor', 'selain', 'fundamental', 'kenali', 'juga', 'siklus', 'market', 'tapi', 'bagus', 'sh', 'kalian', 'jual', 'gw', 'serok', 'amp', 'asing', 'bisa', 'masuk']","['wht', 'hapen', 'sama', 'bbri', 'bmri', 'bbni', 'banyak', 'yang', 'nyangkut', 'pada', 'menyalahkan', 'danantara', 'terus', 'ngejual', 'sudah', 'berapa', 'tahun', 'kalian', 'dimarket', 'memang', 'gys', 'kemarin', 'beli', 'enggak pakai', 'fundamental', 'apa', 'bagaimana', 'dyor', 'selain', 'fundamental', 'kenali', 'juga', 'siklus', 'market', 'tapi', 'bagus', 'sh', 'kalian', 'jual', 'gue', 'serok', 'amp', 'asing', 'bisa', 'masuk']","['wht', 'hapen', 'sama', 'bbri', 'bmri', 'bbni', 'banyak', 'nyangkut', 'menyalahkan', 'danantara', 'terus', 'ngejual', 'berapa', 'tahun', 'kalian', 'dimarket', 'memang', 'gys', 'kemarin', 'beli', 'enggak pakai', 'fundamental', 'apa', 'bagaimana', 'dyor', 'fundamental', 'kenali', 'siklus', 'market', 'bagus', 'sh', 'kalian', 'jual', 'gue', 'serok', 'amp', 'asing', 'masuk']",wht hapen sama bbri bmri bbni banyak nyangkut salah danantara terus ngejual berapa tahun kalian dimarket memang gys kemarin beli enggak pakai fundamental apa bagaimana dyor fundamental kenal siklus market bagus sh kalian jual gue serok amp asing masuk,"what happened with bbri bmri bbni many are stuck wrong and then between selling how many years have you been in the market, did you buy yesterday without using fundamentals or how do you know the market cycle well, you sell, i scoop up foreigners who come in"
2025-02-25 01:59:32+00:00,@ekokuntadhi1 BBRI kmren ijo tapi volume kecil... mungkin hari ini (selasa) bakal semua,@ekokuntadhi1 bbri kmren ijo tapi volume kecil... mungkin hari ini (selasa) bakal semua,bbri kmren ijo tapi volume kecil mungkin hari ini selasa bakal semua,"['bbri', 'kmren', 'ijo', 'tapi', 'volume', 'kecil', 'mungkin', 'hari', 'ini', 'selasa', 'bakal', 'semua']","['bbri', 'kemarin', 'ijo', 'tapi', 'volume', 'kecil', 'mungkin', 'hari', 'ini', 'selasa', 'bakal', 'semua']","['bbri', 'kemarin', 'ijo', 'volume', 'kecil', 'mungkin', 'hari', 'selasa', 'bakal', 'semua']",bbri kemarin ijo volume kecil mungkin hari selasa bakal semua,bbri yesterday green small volume maybe tuesday will be all
2025-02-25 02:17:20+00:00,Strategi Sukses BRI! Fokus UMKM &amp; Tata Kelola Kuat Jadi Kunci Stabilitas #saham #sahamindonesia #stock #ihsg #bbri #BRI #indonesia #umkm #usahamikro https://t.co/RxuckGDaS1 https://t.co/aHxtyCnbkH,strategi sukses bri! fokus umkm &amp; tata kelola kuat jadi kunci stabilitas #saham #sahamindonesia #stock #ihsg #bbri #bri #indonesia #umkm #usahamikro https://t.co/rxuckgdas1 https://t.co/ahxtycnbkh,strategi sukses bri fokus umkm amp tata kelola kuat jadi kunci stabilitas,"['strategi', 'sukses', 'bri', 'fokus', 'umkm', 'amp', 'tata', 'kelola', 'kuat', 'jadi', 'kunci', 'stabilitas']","['strategi', 'sukses', 'bri', 'fokus', 'umkm', 'amp', 'tata', 'kelola', 'kuat', 'jadi', 'kunci', 'stabilitas']","['strategi', 'sukses', 'bri', 'fokus', 'umkm', 'amp', 'tata', 'kelola', 'kuat', 'jadi', 'kunci', 'stabilitas']",strategi sukses bri fokus umkm amp tata kelola kuat jadi kunci stabilitas,bri's successful strategy focuses on msmes and strong governance is the key to stability
2025-02-25 02:20:54+00:00,Tp uang udah all in di BBRI avg 4300 gk ada niat trade sih emg murni ngincer yield nya 7% an per tahun tp klo tahun ini nyentuh 6300 kek thn kemrin ya auto gw jual wkw,tp uang udah all in di bbri avg 4300 gk ada niat trade sih emg murni ngincer yield nya 7% an per tahun tp klo tahun ini nyentuh 6300 kek thn kemrin ya auto gw jual wkw,tp uang udah all in di bbri avg gk ada niat trade sih emg murni ngincer yield nya an per tahun tp klo tahun ini nyentuh kek thn kemrin ya auto gw jual wkw,"['tp', 'uang', 'udah', 'all', 'in', 'di', 'bbri', 'avg', 'gk', 'ada', 'niat', 'trade', 'sih', 'emg', 'murni', 'ngincer', 'yield', 'nya', 'an', 'per', 'tahun', 'tp', 'klo', 'tahun', 'ini', 'nyentuh', 'kek', 'thn', 'kemrin', 'ya', 'auto', 'gw', 'jual', 'wkw']","['tapi', 'uang', 'sudah', 'all', 'ini', 'di', 'bbri', 'avg', 'enggak', 'ada', 'niat', 'trade', 'sih', 'memang', 'murni', 'ngincer', 'yield', 'nya', 'an', 'per', 'tahun', 'tapi', 'kalo', 'tahun', 'ini', 'nyentuh', 'kayak', 'tahun', 'kemrin', 'ya', 'auto', 'gue', 'jual', 'wkw']","['uang', 'all', 'bbri', 'avg', 'enggak', 'niat', 'trade', 'sih', 'memang', 'murni', 'ngincer', 'yield', 'nya', 'an', 'per', 'tahun', 'kalo', 'tahun', 'nyentuh', 'kayak', 'tahun', 'kemrin', 'auto', 'gue', 'jual', 'wkw']",uang all bbri avg enggak niat trade sih memang murni ngincer yield nya an per tahun kalo tahun nyentuh kayak tahun kemrin auto gue jual wkw,"all bbri avg money, i don't intend to trade, i'm purely looking for the yield per year, if the year is like last year, i'll automatically sell it lol"
2025-02-25 02:21:04+00:00,IPIM PFS Investment Insight 25 Februari 2025 Presiden Prabowo Subianto meresmikan Danantara sebuah lembaga Sovereign Wealth Fund (SWF) dengan dana dan aset kelolaan mencapai $900 miliar. Danantara mengelola asset dari BUMN seperti BMRI BBNI BBRI Pertamina dan PLN Inisiatif https://t.co/o1h0Cv9eVC,ipim pfs investment insight 25 februari 2025 presiden prabowo subianto meresmikan danantara sebuah lembaga sovereign wealth fund (swf) dengan dana dan aset kelolaan mencapai $900 miliar. danantara mengelola asset dari bumn seperti bmri bbni bbri pertamina dan pln inisiatif https://t.co/o1h0cv9evc,ipim pfs investment insight februari presiden prabowo subianto meresmikan danantara sebuah lembaga sovereign wealth fund swf dengan dana dan aset kelolaan mencapai miliar danantara mengelola asset dari bumn seperti bmri bbni bbri pertamina dan pln inisiatif,"['ipim', 'pfs', 'investment', 'insight', 'februari', 'presiden', 'prabowo', 'subianto', 'meresmikan', 'danantara', 'sebuah', 'lembaga', 'sovereign', 'wealth', 'fund', 'swf', 'dengan', 'dana', 'dan', 'aset', 'kelolaan', 'mencapai', 'miliar', 'danantara', 'mengelola', 'asset', 'dari', 'bumn', 'seperti', 'bmri', 'bbni', 'bbri', 'pertamina', 'dan', 'pln', 'inisiatif']","['ipim', 'pfs', 'investment', 'insight', 'februari', 'presiden', 'prabowo', 'subianto', 'meresmikan', 'danantara', 'sebuah', 'lembaga', 'sovereign', 'wealth', 'fund', 'swf', 'dengan', 'dana', 'dan', 'aset', 'kelolaan', 'mencapai', 'miliar', 'danantara', 'mengelola', 'asset', 'dari', 'bumn', 'seperti', 'bmri', 'bbni', 'bbri', 'pertamina', 'dan', 'pln', 'inisiatif']","['ipim', 'pfs', 'investment', 'insight', 'februari', 'presiden', 'prabowo', 'subianto', 'meresmikan', 'danantara', 'sebuah', 'lembaga', 'sovereign', 'wealth', 'fund', 'swf', 'dana', 'aset', 'kelolaan', 'mencapai', 'miliar', 'danantara', 'mengelola', 'asset', 'bumn', 'bmri', 'bbni', 'bbri', 'pertamina', 'pln', 'inisiatif']",ipim pfs investment insight februari presiden prabowo subianto resmi danantara buah lembaga sovereign wealth fund swf dana aset kelola capai miliar danantara kelola asset bumn bmri bbni bbri pertamina pln inisiatif,ipim pfs investment insight february president prabowo subianto officially danantara buah yayasan sovereign wealth fund swf fund assets under management reach billion danantara manages assets bumn bmri bbni bbri pertamina pln initiative
2025-02-25 02:41:09+00:00,@knxarchieves Ha Ha ha...pasti lebiuh kaget lagi klo lihat penopang IHSG yang biasanya perkasa kini terkapar tak berdaya.. $BBRI contohnya; makin tak berdaya; Asing pada kabur ninggalin,@knxarchieves ha ha ha...pasti lebiuh kaget lagi klo lihat penopang ihsg yang biasanya perkasa kini terkapar tak berdaya.. $bbri contohnya; makin tak berdaya; asing pada kabur ninggalin,ha ha hapasti lebiuh kaget lagi klo lihat penopang ihsg yang biasanya perkasa kini terkapar tak berdaya bbri contohnya makin tak berdaya asing pada kabur ninggalin,"['ha', 'ha', 'hapasti', 'lebiuh', 'kaget', 'lagi', 'klo', 'lihat', 'penopang', 'ihsg', 'yang', 'biasanya', 'perkasa', 'kini', 'terkapar', 'tak', 'berdaya', 'bbri', 'contohnya', 'makin', 'tak', 'berdaya', 'asing', 'pada', 'kabur', 'ninggalin']","['ha', 'ha', 'hapasti', 'lebiuh', 'kaget', 'lagi', 'kalo', 'lihat', 'penopang', 'ihsg', 'yang', 'biasanya', 'perkasa', 'kini', 'terkapar', 'tak', 'berdaya', 'bbri', 'contohnya', 'makin', 'tak', 'berdaya', 'asing', 'pada', 'kabur', 'meninggalkan']","['ha', 'ha', 'hapasti', 'lebiuh', 'kaget', 'kalo', 'lihat', 'penopang', 'ihsg', 'biasanya', 'perkasa', 'kini', 'terkapar', 'tak', 'berdaya', 'bbri', 'contohnya', 'makin', 'tak', 'berdaya', 'asing', 'kabur', 'meninggalkan']",ha ha hapasti lebiuh kaget kalo lihat topang ihsg biasa perkasa kini kapar tak daya bbri contoh makin tak daya asing kabur tinggal,"ha ha, you'd definitely be more surprised if you saw that the ihsg support used to be strong, now it's collapsed and powerless, for example, foreigners are increasingly powerless and running away."
2025-02-25 03:03:32+00:00,Sehabis danantara Bbri bisa jadi 1000 ndak nih?,sehabis danantara bbri bisa jadi 1000 ndak nih?,sehabis danantara bbri bisa jadi ndak nih,"['sehabis', 'danantara', 'bbri', 'bisa', 'jadi', 'ndak', 'nih']","['sehabis', 'danantara', 'bbri', 'bisa', 'jadi', 'indak', 'nih']","['sehabis', 'danantara', 'bbri', 'jadi', 'indak', 'nih']",habis danantara bbri jadi indak nih,"it's finished and between bbri, it's indak"
2025-02-25 03:05:30+00:00,Harga Saham Bank Rakyat Indonesia (BBRI) Hari Ini 25 February 2025 https://t.co/ldqnMETpoi,harga saham bank rakyat indonesia (bbri) hari ini 25 february 2025 https://t.co/ldqnmetpoi,harga saham bank rakyat indonesia bbri hari ini february,"['harga', 'saham', 'bank', 'rakyat', 'indonesia', 'bbri', 'hari', 'ini', 'february']","['harga', 'saham', 'bank', 'rakyat', 'indonesia', 'bbri', 'hari', 'ini', 'february']","['harga', 'saham', 'bank', 'rakyat', 'indonesia', 'bbri', 'hari', 'february']",harga saham bank rakyat indonesia bbri hari february,bbri bank rakyat indonesia stock price february
2025-02-25 03:23:34+00:00,@Saham_fess minus 6% di bbri yasalam awkwk,@saham_fess minus 6% di bbri yasalam awkwk,minus di bbri yasalam awkwk,"['minus', 'di', 'bbri', 'yasalam', 'awkwk']","['minus', 'di', 'bbri', 'yasalam', 'awkwk']","['minus', 'bbri', 'yasalam', 'awkwk']",minus bbri yasalam awkwk,minus bbri yasalam awkwk
2025-02-25 03:28:38+00:00,@rhecoparadhika wah udah dari januari awal lalu beli avg bbri 4270 jual avg 4100 pindah crypto malah +100% lebih WKWKW,@rhecoparadhika wah udah dari januari awal lalu beli avg bbri 4270 jual avg 4100 pindah crypto malah +100% lebih wkwkw,wah udah dari januari awal lalu beli avg bbri jual avg pindah crypto malah lebih wkwkw,"['wah', 'udah', 'dari', 'januari', 'awal', 'lalu', 'beli', 'avg', 'bbri', 'jual', 'avg', 'pindah', 'crypto', 'malah', 'lebih', 'wkwkw']","['wah', 'sudah', 'dari', 'januari', 'awal', 'lalu', 'beli', 'avg', 'bbri', 'jual', 'avg', 'pindah', 'crypto', 'malah', 'lebih', 'wkwkw']","['wah', 'januari', 'awal', 'lalu', 'beli', 'avg', 'bbri', 'jual', 'avg', 'pindah', 'crypto', 'malah', 'lebih', 'wkwkw']",wah januari awal lalu beli avg bbri jual avg pindah crypto malah lebih wkwkw,"wow, early january, i bought avg bbri, sold avg, moved to crypto, it was even better, hahaha"
2025-02-25 03:44:26+00:00,$IHSG $BBCA $BBRI aja dibilang judol lah ini DANANTARA mau dibilang apa nanti??? kasino? https://t.co/bfjaMlXXmF,$ihsg $bbca $bbri aja dibilang judol lah ini danantara mau dibilang apa nanti??? kasino? https://t.co/bfjamlxxmf,ihsg bbca bbri aja dibilang judol lah ini danantara mau dibilang apa nanti kasino,"['ihsg', 'bbca', 'bbri', 'aja', 'dibilang', 'judol', 'lah', 'ini', 'danantara', 'mau', 'dibilang', 'apa', 'nanti', 'kasino']","['ihsg', 'bbca', 'bbri', 'saja', 'dibilang', 'judol', 'lah', 'ini', 'danantara', 'mau', 'dibilang', 'apa', 'nanti', 'kasino']","['ihsg', 'bbca', 'bbri', 'dibilang', 'judol', 'lah', 'danantara', 'mau', 'dibilang', 'apa', 'kasino']",ihsg bbca bbri bilang judol lah danantara mau bilang apa kasino,ihsg bbca bbri said judol lah danantara wants to say what casino
2025-02-25 03:51:58+00:00,$BBRI potensi penurunan maksimal hingga 1080.,$bbri potensi penurunan maksimal hingga 1080.,bbri potensi penurunan maksimal hingga,"['bbri', 'potensi', 'penurunan', 'maksimal', 'hingga']","['bbri', 'potensi', 'penurunan', 'maksimal', 'hingga']","['bbri', 'potensi', 'penurunan', 'maksimal', 'hingga']",bbri potensi turun maksimal hingga,bbri potential to drop to a maximum of
2025-02-25 03:52:58+00:00,$BBRI memiliki potensi penurunan maksimal hingga 1080.,$bbri memiliki potensi penurunan maksimal hingga 1080.,bbri memiliki potensi penurunan maksimal hingga,"['bbri', 'memiliki', 'potensi', 'penurunan', 'maksimal', 'hingga']","['bbri', 'memiliki', 'potensi', 'penurunan', 'maksimal', 'hingga']","['bbri', 'memiliki', 'potensi', 'penurunan', 'maksimal', 'hingga']",bbri milik potensi turun maksimal hingga,bbri has the potential to drop to a maximum of
2025-02-25 04:01:05+00:00,maaf narik diri dari saham bbri dulu,maaf narik diri dari saham bbri dulu,maaf narik diri dari saham bbri dulu,"['maaf', 'narik', 'diri', 'dari', 'saham', 'bbri', 'dulu']","['maaf', 'menarik', 'diri', 'dari', 'saham', 'bbri', 'dulu']","['maaf', 'menarik', 'diri', 'saham', 'bbri', 'dulu']",maaf tarik diri saham bbri dulu,"sorry, withdraw bbr shares first"
2025-02-25 04:20:22+00:00,Yaolo bbri aing.........,yaolo bbri aing.........,yaolo bbri aing,"['yaolo', 'bbri', 'aing']","['yaolo', 'bbri', 'aing']","['yaolo', 'bbri', 'aing']",yaolo bbri aing,yaolo bbri aing
2025-02-25 04:26:38+00:00,Pefindo Sematkan Rating Tertinggi untuk BBRI https://t.co/vTZjiEvJIB,pefindo sematkan rating tertinggi untuk bbri https://t.co/vtzjievjib,pefindo sematkan rating tertinggi untuk bbri,"['pefindo', 'sematkan', 'rating', 'tertinggi', 'untuk', 'bbri']","['pefindo', 'sematkan', 'rating', 'tertinggi', 'untuk', 'bbri']","['pefindo', 'sematkan', 'rating', 'tertinggi', 'bbri']",pefindo semat rating tinggi bbri,pefindo gives bbr high rating
2025-02-25 04:32:15+00:00,@Saham_fess Saham yg berhubungan dgn danantara ini udah berdarah-darah. Bayangin aja hari ini BBRI BMRI TLKM turun sebesar 2.5%-3.5%. Investor Asing sudah punya persepsi buruk thdp danantara ini shg mereka sudah kabur dr bbrp bln lalu semenjak wacana Danantara,@saham_fess saham yg berhubungan dgn danantara ini udah berdarah-darah. bayangin aja hari ini bbri bmri tlkm turun sebesar 2.5%-3.5%. investor asing sudah punya persepsi buruk thdp danantara ini shg mereka sudah kabur dr bbrp bln lalu semenjak wacana danantara,saham yg berhubungan dgn danantara ini udah berdarahdarah bayangin aja hari ini bbri bmri tlkm turun sebesar investor asing sudah punya persepsi buruk thdp danantara ini shg mereka sudah kabur dr bbrp bln lalu semenjak wacana danantara,"['saham', 'yg', 'berhubungan', 'dgn', 'danantara', 'ini', 'udah', 'berdarahdarah', 'bayangin', 'aja', 'hari', 'ini', 'bbri', 'bmri', 'tlkm', 'turun', 'sebesar', 'investor', 'asing', 'sudah', 'punya', 'persepsi', 'buruk', 'thdp', 'danantara', 'ini', 'shg', 'mereka', 'sudah', 'kabur', 'dr', 'bbrp', 'bln', 'lalu', 'semenjak', 'wacana', 'danantara']","['saham', 'yang', 'berhubungan', 'dengan', 'danantara', 'ini', 'sudah', 'berdarahdarah', 'bayangkan', 'saja', 'hari', 'ini', 'bbri', 'bmri', 'tlkm', 'turun', 'sebesar', 'investor', 'asing', 'sudah', 'punya', 'persepsi', 'buruk', 'terhadap', 'danantara', 'ini', 'shg', 'mereka', 'sudah', 'kabur', 'dari', 'beberapa', 'bulan', 'lalu', 'semenjak', 'wacana', 'danantara']","['saham', 'berhubungan', 'danantara', 'berdarahdarah', 'bayangkan', 'hari', 'bbri', 'bmri', 'tlkm', 'turun', 'sebesar', 'investor', 'asing', 'punya', 'persepsi', 'buruk', 'danantara', 'shg', 'kabur', 'beberapa', 'bulan', 'lalu', 'semenjak', 'wacana', 'danantara']",saham hubung danantara berdarahdarah bayang hari bbri bmri tlkm turun besar investor asing punya persepsi buruk danantara shg kabur beberapa bulan lalu semenjak wacana danantara,"danantara's sambung shares are bleeding, the shadow of the day bbr bmri tlkm fell significantly, foreign investors have a bad perception of danantara so they fled a few months ago since the danantara discourse"
2025-02-25 04:34:40+00:00,Bbri...,bbri...,bbri,['bbri'],['bbri'],['bbri'],bbri,bbri
2025-02-25 04:39:53+00:00,Kondisi $IHSG hari ini setelah Danantara rilis kemarin no one is happy $BBCA $BBRI $BMRI $BBNI $TLKM https://t.co/AitT3gZUwZ,kondisi $ihsg hari ini setelah danantara rilis kemarin no one is happy $bbca $bbri $bmri $bbni $tlkm https://t.co/aitt3gzuwz,kondisi ihsg hari ini setelah danantara rilis kemarin no one is happy bbca bbri bmri bbni tlkm,"['kondisi', 'ihsg', 'hari', 'ini', 'setelah', 'danantara', 'rilis', 'kemarin', 'no', 'one', 'is', 'happy', 'bbca', 'bbri', 'bmri', 'bbni', 'tlkm']","['kondisi', 'ihsg', 'hari', 'ini', 'setelah', 'danantara', 'rilis', 'kemarin', 'no', 'one', 'is', 'happy', 'bbca', 'bbri', 'bmri', 'bbni', 'tlkm']","['kondisi', 'ihsg', 'hari', 'danantara', 'rilis', 'kemarin', 'no', 'one', 'is', 'happy', 'bbca', 'bbri', 'bmri', 'bbni', 'tlkm']",kondisi ihsg hari danantara rilis kemarin no one is happy bbca bbri bmri bbni tlkm,condition of ihsg today danantara released yesterday no one is happy bbca bbri bmri bbni tlkm
2025-02-25 04:40:21+00:00,@kaorumitoma97 rung suwe aku bar nyerok bbri cok,@kaorumitoma97 rung suwe aku bar nyerok bbri cok,rung suwe aku bar nyerok bbri cok,"['rung', 'suwe', 'aku', 'bar', 'nyerok', 'bbri', 'cok']","['rung', 'suwe', 'aku', 'bar', 'nyerok', 'bbri', 'cok']","['rung', 'suwe', 'aku', 'bar', 'nyerok', 'bbri', 'cok']",rung suwe aku bar nyerok bbri cok,rung suwe me bar nyerok bbri cok
